snr_db,decoder,n_frames,ber,fer,avg_iters,hw_cycles_mean,hw_cycles_p95,hw_cycles_p99,hw_cycles_max,hw_time_us_mean,hw_time_us_p95,hw_time_us_p99,hw_time_us_max,ber_stage1,fer_stage1,grand_invocation_rate,stage1_cycles_mean,stage1_cycles_p95,stage1_cycles_p99,stage1_cycles_max,grand_cycles_mean,grand_cycles_p95,grand_cycles_p99,grand_cycles_max,patterns_tested_mean,patterns_tested_p95,patterns_tested_p99,patterns_tested_max,patterns_evaluated_mean,patterns_evaluated_p95,patterns_evaluated_p99,patterns_evaluated_max,patterns_tested_mean_if_grand,patterns_tested_p95_if_grand,patterns_tested_p99_if_grand,patterns_tested_max_if_grand,patterns_evaluated_mean_if_grand,patterns_evaluated_p95_if_grand,patterns_evaluated_p99_if_grand,patterns_evaluated_max_if_grand
9.0,hyb4,764,0.012126450246290157,0.2617801047120419,3.225130890052356,40670.232984293194,159345.0,160230.27,161358.0,50.837791230366484,199.18125,200.2878375,201.6975,0.012139035828247467,0.28403141361256545,0.28403141361256545,4570.880890052356,5877.0,5877.0,5877.0,36099.352094240836,153468.0,154353.27,155481.0,9006.554973821989,34370.0,34370.0,34370.0,9008.848167539267,34370.0,34370.0,34370.0,31709.714285714286,34370.0,34370.0,34370.0,31717.78801843318,34370.0,34370.0,34370.0
9.0,hyb8,5129,0.0037422084192334803,0.03899395593682979,3.660947553129265,10790.396178592318,11112.0,165160.32,166999.0,13.487995223240397,13.89,206.45040000000003,208.74875,0.0037430736697350374,0.04152856307272373,0.04152856307272373,5098.386820042893,11112.0,11433.0,11433.0,5692.009358549425,0.0,153727.32,155566.0,1345.4020276857086,0.0,34370.0,34370.0,1345.567362058881,0.0,34370.0,34370.0,32397.028169014084,34370.0,34370.0,34370.0,32401.009389671362,34370.0,34370.0,34370.0
9.0,hyb15,14168,0.0028500319705378236,0.014116318464144552,3.8428853754940713,7478.680265386787,11112.0,174383.91999999998,175555.0,9.348350331733483,13.89,217.9799,219.44375,0.002850136381177351,0.01432806324110672,0.01432806324110672,5342.36709486166,11112.0,21156.0,21156.0,2136.313170525127,0.0,153227.91999999998,154399.0,485.3801524562394,0.0,34370.0,34370.0,485.3957509881423,0.0,34370.0,34370.0,33876.187192118225,34370.0,34370.0,34370.0,33877.275862068964,34370.0,34370.0,34370.0
9.0,hybsv4,836,0.013685643809631665,0.23923444976076555,3.138755980861244,139721.004784689,623260.25,627074.75,632373.0,174.65125598086127,779.0753125,783.8434374999999,790.46625,0.013700020879929787,0.2631578947368421,0.2631578947368421,4444.205741626794,5877.0,5877.0,5877.0,135276.7990430622,617383.25,621197.75,626496.0,26511.944976076556,110566.0,110566.0,110566.0,26514.745215311006,110566.0,110566.0,110566.0,100745.39090909091,110566.0,110566.0,110566.0,100756.03181818181,110566.0,110566.0,110566.0
9.0,hybsv8,5003,0.005017551599217984,0.03997601439136518,3.7055766540075954,28380.009394363384,11112.0,623752.96,631485.0,35.47501174295423,13.89,779.6912,789.35625,0.005019436562914322,0.043174095542674394,0.043174095542674394,5160.9048570857485,11112.0,11433.0,11433.0,23219.10453727763,0.0,612319.96,620052.0,4435.894063561863,0.0,110566.0,110566.0,4436.2036777933245,0.0,110566.0,110566.0,102744.3425925926,110566.0,110566.0,110566.0,102751.51388888889,110566.0,110566.0,110566.0
9.0,hybsv15,14793,0.0028827928970083004,0.01351990806462516,3.8729128641925237,13578.2214560941,11112.0,633068.48,641831.0,16.972776820117627,13.89,791.3356,802.28875,0.0028829053962433054,0.013790306225917663,0.013790306225917663,5383.902656661935,11112.0,21156.0,21156.0,8194.318799432163,0.0,611912.48,620675.0,1495.1409450415738,0.0,110566.0,110566.0,1495.1589265192997,0.0,110566.0,110566.0,108419.70588235294,110566.0,110566.0,110566.0,108421.00980392157,110566.0,110566.0,110566.0
9.5,ldpc4,901,0.01029346091456567,0.22197558268590456,3.1498335183129855,4446.372918978912,5877.0,5877.0,5877.0,5.557966148723642,7.34625,7.34625,7.34625,0.01029346091456567,0.22197558268590456,0.0,4446.372918978912,5877.0,5877.0,5877.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.5,ldpc8,7199,0.0026433908473481277,0.02778163633838033,3.536602305875816,4921.258508126129,9723.0,11433.0,11433.0,6.151573135157661,12.15375,14.29125,14.29125,0.0026433908473481277,0.02778163633838033,0.0,4921.258508126129,9723.0,11433.0,11433.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.5,ldpc15,22371,0.0018740416785361649,0.008940145724375308,3.6282687407804746,5042.535067721604,9723.0,19446.0,21156.0,6.303168834652005,12.15375,24.3075,26.445,0.0018740416785361649,0.008940145724375308,0.0,5042.535067721604,9723.0,19446.0,21156.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.5,ldpc20,27712,0.0016076174891017669,0.007217090069284064,3.6749422632794455,5106.81148960739,9723.0,20835.0,28101.0,6.383514362009238,12.15375,26.04375,35.12625,0.0016076174891017669,0.007217090069284064,0.0,5106.81148960739,9723.0,20835.0,28101.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.5,ldpc100,45614,0.0013434056760835652,0.004384618757399044,4.049568115052396,5626.257574428903,9723.0,19446.0,139221.0,7.032821968036129,12.15375,24.3075,174.02625,0.0013434056760835652,0.004384618757399044,0.0,5626.257574428903,9723.0,19446.0,139221.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.5,hyb4,1108,0.009788947514579283,0.18050541516245489,3.0342960288808665,29634.49097472924,158969.55,159822.15,160846.0,37.043113718411554,198.7119375,199.7776875,201.0575,0.009801130295003525,0.20397111913357402,0.20397111913357402,4280.111913357401,5877.0,5877.0,5877.0,25354.37906137184,153092.55,153945.15,154969.0,6214.46750902527,34370.0,34370.0,34370.0,6216.841155234657,34370.0,34370.0,34370.0,30467.389380530974,34370.0,34370.0,34370.0,30479.026548672566,34370.0,34370.0,34370.0
9.5,hyb8,7631,0.0024458879577928397,0.02620888481195125,3.537151094220941,8678.732145197222,9723.0,164745.0,166647.0,10.848415181496527,12.15375,205.93125,208.30875,0.0024465906738242254,0.02765037347660857,0.02765037347660857,4921.978639758879,9723.0,11433.0,11433.0,3756.7535054383434,0.0,153312.0,155214.0,901.1788756388415,0.0,34370.0,34370.0,901.2491154501377,0.0,34370.0,34370.0,32591.924170616112,34370.0,34370.0,34370.0,32594.464454976303,34370.0,34370.0,34370.0
9.5,hyb15,24093,0.0016948009893614905,0.008301166313867098,3.632465861453534,6310.979413107541,9723.0,19446.0,176199.0,7.888724266384427,12.15375,24.3075,220.24875,0.0016950312362082139,0.008716224629560454,0.008716224629560454,5048.292989665048,9723.0,19446.0,21156.0,1262.6864234424936,0.0,0.0,155043.0,286.3929357074669,0.0,0.0,34370.0,286.4424936703607,0.0,0.0,34370.0,32857.45238095238,34370.0,34370.0,34370.0,32863.13809523809,34370.0,34370.0,34370.0
9.5,hybsv4,1169,0.008473806824221379,0.1710863986313088,3.0521813515825493,98085.00769888794,619772.7999999999,627741.76,632174.0,122.60625962360992,774.716,784.6772,790.2175,0.008486144785661138,0.1958939264328486,0.1958939264328486,4302.361847733106,5877.0,5877.0,5877.0,93782.64585115483,613895.7999999999,621864.76,626297.0,18938.076988879384,110566.0,110566.0,110566.0,18940.57399486741,110566.0,110566.0,110566.0,96675.1615720524,110566.0,110566.0,110566.0,96687.90829694323,110566.0,110566.0,110566.0
9.5,hybsv8,6154,0.003268878614573097,0.032499187520311994,3.537699057523562,23833.530549236268,9723.0,623790.88,633474.0,29.79191318654534,12.15375,779.7386,791.8425,0.003270320886208614,0.03444913877153071,0.03444913877153071,4924.9221644458885,9723.0,11433.0,11433.0,18908.60838479038,0.0,612357.88,622041.0,3612.3734156646083,0.0,110566.0,110566.0,3612.559148521287,0.0,110566.0,110566.0,104861.06603773584,110566.0,110566.0,110566.0,104866.4575471698,110566.0,110566.0,110566.0
9.5,hybsv15,22985,0.0018326124060842356,0.008701326952360235,3.629323471829454,10232.356797911681,9723.0,19446.0,642598.0,12.790445997389602,12.15375,24.3075,803.2475,0.001832837662329304,0.009005873395692842,0.009005873395692842,5044.021187731129,9723.0,19446.0,21156.0,5188.335610180553,0.0,0.0,621442.0,965.5485751577115,0.0,0.0,110566.0,965.5748966717424,0.0,0.0,110566.0,107213.2077294686,110566.0,110566.0,110566.0,107216.13043478261,110566.0,110566.0,110566.0
10.0,ldpc4,1164,0.005772757426950528,0.1718213058419244,2.966494845360825,4175.615979381443,5877.0,5877.0,5877.0,5.219519974226804,7.34625,7.34625,7.34625,0.005772757426950528,0.1718213058419244,0.0,4175.615979381443,5877.0,5877.0,5877.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10.0,ldpc8,9109,0.001979823095826288,0.02195630694917115,3.3397738500384238,4645.993852234054,8334.0,11433.0,11433.0,5.807492315292568,10.4175,14.29125,14.29125,0.001979823095826288,0.02195630694917115,0.0,4645.993852234054,8334.0,11433.0,11433.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10.0,ldpc15,27335,0.0013600091674306192,0.007316627034936894,3.468264130235961,4819.767514175965,9723.0,18057.0,21156.0,6.024709392719956,12.15375,22.57125,26.445,0.0013600091674306192,0.007316627034936894,0.0,4819.767514175965,9723.0,18057.0,21156.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10.0,ldpc20,48865,0.001038034537855473,0.004092909035096695,3.456031924690474,4801.742167195334,8334.0,15279.0,28101.0,6.002177708994168,10.4175,19.09875,35.12625,0.001038034537855473,0.004092909035096695,0.0,4801.742167195334,8334.0,15279.0,28101.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10.0,ldpc100,70531,0.0008904085483750944,0.0028356325587330393,3.725539124640229,5175.684082176632,8334.0,16668.0,139221.0,6.46960510272079,10.4175,20.835,174.02625,0.0008904085483750944,0.0028356325587330393,0.0,5175.684082176632,8334.0,16668.0,139221.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10.0,hyb4,1201,0.007087751085141081,0.16652789342214822,3.0208159866777686,27354.333055786843,158871.0,159922.0,161261.0,34.192916319733555,198.58875,199.9025,201.57625,0.007097450842246846,0.18484596169858453,0.18484596169858453,4255.248959200666,5877.0,5877.0,5877.0,23099.08409658618,152994.0,154045.0,155384.0,5728.029142381349,34370.0,34370.0,34370.0,5729.275603663614,34370.0,34370.0,34370.0,30988.12162162162,34370.0,34370.0,34370.0,30994.864864864863,34370.0,34370.0,34370.0
10.0,hyb8,10655,0.001684887640605433,0.018770530267480056,3.3501642421398405,7301.753261379634,8334.0,164145.12,167021.0,9.127191576724544,10.4175,205.18139999999997,208.77625,0.0016855644626102698,0.020366025340215862,0.020366025340215862,4659.915626466448,8334.0,11433.0,11433.0,2641.8376349131863,0.0,152712.12,155588.0,646.3995307367433,0.0,34370.0,34370.0,646.5247301736274,0.0,34370.0,34370.0,31739.11059907834,34370.0,34370.0,34370.0,31745.25806451613,34370.0,34370.0,34370.0
10.0,hyb15,31572,0.001301758280312793,0.0063347269732674525,3.4565120993285188,5763.014791587482,9723.0,16668.0,175868.0,7.203768489484354,12.15375,20.835,219.835,0.001301828562046964,0.006461421512732801,0.006461421512732801,4803.1694222729,9723.0,16668.0,21156.0,959.8453693145825,0.0,0.0,154712.0,217.77673254782718,0.0,0.0,34370.0,217.78531610287595,0.0,0.0,34370.0,33704.151960784315,34370.0,34370.0,34370.0,33705.48039215686,34370.0,34370.0,34370.0
10.0,hybsv4,1163,0.006985129511007545,0.17196904557179707,3.00859845227859,99616.51074806535,620214.5,626312.52,632524.0,124.5206384350817,775.2681249999999,782.8906499999999,790.655,0.006995941174375595,0.19174548581255374,0.19174548581255374,4240.493551160791,5877.0,5877.0,5877.0,95376.01719690456,614337.5,620435.52,626647.0,19089.464316423044,110566.0,110566.0,110566.0,19091.4660361135,110566.0,110566.0,110566.0,99556.26457399104,110566.0,110566.0,110566.0,99566.70403587444,110566.0,110566.0,110566.0
10.0,hybsv8,9526,0.0020335966218893915,0.020995171110644553,3.3998530338022257,16807.144656728953,9375.75,623426.5,635499.0,21.008930820911193,11.719687500000001,779.283125,794.37375,0.0020340819022867346,0.021834977955070334,0.021834977955070334,4729.404891874869,9375.75,11433.0,11433.0,12077.739764854083,0.0,611993.5,624066.0,2322.3748687801803,0.0,110566.0,110566.0,2322.450136468612,0.0,110566.0,110566.0,106360.30288461539,110566.0,110566.0,110566.0,106363.75,110566.0,110566.0,110566.0
10.0,hybsv15,30416,0.001432746001014726,0.006575486586007364,3.4763611257233036,8807.013545502366,9723.0,16668.0,642853.0,11.00876693187796,12.15375,20.835,803.56625,0.001432934462631004,0.006838506049447659,0.006838506049447659,4830.860764071541,9723.0,16668.0,21156.0,3976.152781430826,0.0,0.0,621697.0,728.4935560231457,0.0,0.0,110566.0,728.5201209889532,0.0,0.0,110566.0,106528.17307692308,110566.0,110566.0,110566.0,106532.05769230769,110566.0,110566.0,110566.0
10.5,ldpc4,1164,0.005731771945342524,0.1718213058419244,2.981958762886598,4197.095360824742,5877.0,5877.0,5877.0,5.246369201030928,7.34625,7.34625,7.34625,0.005731771945342524,0.1718213058419244,0.0,4197.095360824742,5877.0,5877.0,5877.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10.5,ldpc8,14068,0.0011085868007126838,0.014216661927779357,3.2237702587432473,4482.3804378731875,8334.0,11433.0,11433.0,5.602975547341485,10.4175,14.29125,14.29125,0.0011085868007126838,0.014216661927779357,0.0,4482.3804378731875,8334.0,11433.0,11433.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10.5,ldpc15,45569,0.0008492388355470039,0.004388948627356317,3.287651693036933,4567.957054137682,8334.0,13890.0,21156.0,5.7099463176721015,10.4175,17.3625,26.445,0.0008492388355470039,0.004388948627356317,0.0,4567.957054137682,8334.0,13890.0,21156.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10.5,ldpc20,66336,0.0006793012870464724,0.003014954172696575,3.3124547756874096,4601.967483719248,8334.0,13890.0,28101.0,5.752459354649059,10.4175,17.3625,35.12625,0.0006793012870464724,0.003014954172696575,0.0,4601.967483719248,8334.0,13890.0,28101.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10.5,ldpc100,110085,0.0005762542150726456,0.001816777944315756,3.4649498115092885,4813.398473906527,8334.0,13890.0,139221.0,6.016748092383158,10.4175,17.3625,174.02625,0.0005762542150726456,0.001816777944315756,0.0,4813.398473906527,8334.0,13890.0,139221.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10.5,hyb4,1497,0.004180204590640848,0.13360053440213762,2.929859719438878,22235.257849031397,158656.2,159611.2,161582.0,27.79407231128925,198.32025,199.51399999999998,201.9775,0.004188356990114351,0.1509686038744155,0.1509686038744155,4118.0360721442885,5877.0,5877.0,5877.0,18117.22177688711,152779.2,153734.2,155705.0,4596.241816967268,34370.0,34370.0,34370.0,4597.861055444222,34370.0,34370.0,34370.0,30445.017699115044,34370.0,34370.0,34370.0,30455.743362831858,34370.0,34370.0,34370.0
10.5,hyb8,13886,0.0013258319860708543,0.01440299582313121,3.2308080080656776,6582.755869220798,8334.0,164014.2,166132.0,8.228444836525997,10.4175,205.01775,207.665,0.001326284742966182,0.015195160593403428,0.015195160593403428,4492.469969753709,8334.0,11433.0,11433.0,2090.285899467089,0.0,152581.2,154699.0,495.917182774017,0.0,34370.0,34370.0,496.00475298862165,0.0,34370.0,34370.0,32636.52132701422,34370.0,34370.0,34370.0,32642.284360189573,34370.0,34370.0,34370.0
10.5,hyb15,58199,0.00065045076924907,0.003436485162975309,3.269008058557707,5056.735734290967,8334.0,13890.0,175767.0,6.320919667863709,10.4175,17.3625,219.70875,0.0006504698325913203,0.003505214866234815,0.003505214866234815,4541.777367308717,8334.0,13890.0,21156.0,514.9583669822506,0.0,0.0,154611.0,118.11436622622382,0.0,0.0,34370.0,118.1190913933229,0.0,0.0,34370.0,33696.75490196078,34370.0,34370.0,34370.0,33698.10294117647,34370.0,34370.0,34370.0
10.5,hybsv4,1492,0.00594244253375002,0.13404825737265416,2.9162198391420913,77697.35790884719,617863.8,626606.07,631905.0,97.12169738605898,772.32975,783.2575875,789.88125,0.005952233410536669,0.1554959785522788,0.1554959785522788,4100.543565683646,5877.0,5877.0,5877.0,73596.81434316354,611986.8,620729.07,626028.0,14854.283512064343,110566.0,110566.0,110566.0,14856.165549597856,110566.0,110566.0,110566.0,95528.40948275862,110566.0,110566.0,110566.0,95540.51293103448,110566.0,110566.0,110566.0
10.5,hybsv8,14627,0.001327146178967889,0.01367334381623026,3.228686675326451,12272.87878580707,8334.0,610552.7599999998,636529.0,15.341098482258838,10.4175,763.1909499999998,795.66125,0.0013279426107915045,0.014972311478772133,0.014972311478772133,4489.451904013126,8334.0,11433.0,11433.0,7783.426881793943,0.0,599119.7599999998,625096.0,1518.350516168729,0.0,110566.0,110566.0,1518.4782251999727,0.0,110566.0,110566.0,101410.56164383562,110566.0,110566.0,110566.0,101419.09132420091,110566.0,110566.0,110566.0
10.5,hybsv15,45307,0.0009295476370737283,0.004414328911647207,3.2876597435274904,7231.150727260688,8334.0,13890.0,643073.0,9.03893840907586,10.4175,17.3625,803.84125,0.0009296537507494891,0.004612973712671331,0.004612973712671331,4568.040148321452,8334.0,13890.0,21156.0,2663.110578939237,0.0,0.0,621917.0,488.37773412496966,0.0,0.0,110566.0,488.3956121570618,0.0,0.0,110566.0,105870.47846889953,110566.0,110566.0,110566.0,105874.35406698564,110566.0,110566.0,110566.0
11.0,ldpc4,1597,0.0036080270699869947,0.12523481527864747,2.8490920475892296,3997.589229805886,5877.0,5877.0,5877.0,4.996986537257357,7.34625,7.34625,7.34625,0.0036080270699869947,0.12523481527864747,0.0,3997.589229805886,5877.0,5877.0,5877.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
11.0,ldpc8,18519,0.0009076217420713926,0.01079971920730061,3.092931583778822,4299.5486797343265,8334.0,11433.0,11433.0,5.3744358496679085,10.4175,14.29125,14.29125,0.0009076217420713926,0.01079971920730061,0.0,4299.5486797343265,8334.0,11433.0,11433.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
11.0,ldpc15,81706,0.0004611601206345684,0.002447800651114973,3.137762220644751,4359.137468484567,8334.0,12501.0,21156.0,5.4489218356057085,10.4175,15.62625,26.445,0.0004611601206345684,0.002447800651114973,0.0,4359.137468484567,8334.0,12501.0,21156.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
11.0,ldpc20,109611,0.00043013022815109635,0.0018246343888843274,3.147676784264353,4372.708760982018,8334.0,12501.0,28101.0,5.465885951227522,10.4175,15.62625,35.12625,0.00043013022815109635,0.0018246343888843274,0.0,4372.708760982018,8334.0,12501.0,28101.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
11.0,ldpc100,173554,0.0003538281112718153,0.001152379086624336,3.2589511045553547,4527.052997914194,8334.0,12501.0,139221.0,5.658816247392742,10.4175,15.62625,174.02625,0.0003538281112718153,0.001152379086624336,0.0,4527.052997914194,8334.0,12501.0,139221.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
11.0,hyb4,1622,0.002827477582646889,0.12330456226880394,2.871763255240444,20163.943279901356,158510.9,160036.78999999998,161151.0,25.204929099876697,198.138625,200.0459875,201.43875,0.002835229718588345,0.13871763255240444,0.13871763255240444,4033.407521578298,5877.0,5877.0,5877.0,16130.535758323058,152633.9,154159.78999999998,155274.0,4240.384093711467,34370.0,34370.0,34370.0,4241.902589395808,34370.0,34370.0,34370.0,30568.457777777778,34370.0,34370.0,34370.0,30579.404444444444,34370.0,34370.0,34370.0
11.0,hyb8,21997,0.0006902669352706245,0.009092148929399463,3.091012410783289,5595.538891667045,8334.0,11112.0,166390.0,6.994423614583808,10.4175,13.89,207.9875,0.0006904266531234894,0.009592217120516434,0.009592217120516434,4296.495340273674,8334.0,11112.0,11433.0,1299.043551393372,0.0,0.0,154957.0,312.73482747647404,0.0,0.0,34370.0,312.7681502023003,0.0,0.0,34370.0,32602.976303317537,34370.0,34370.0,34370.0,32606.450236966826,34370.0,34370.0,34370.0
11.0,hyb15,86066,0.0003946632328540488,0.002323798015476495,3.1308298282713265,4698.793077405712,8334.0,11112.0,176032.0,5.87349134675714,10.4175,13.89,220.04,0.0003946804207091929,0.0023935119559407897,0.0023935119559407897,4349.49094880673,8334.0,11112.0,21156.0,349.30212859898216,0.0,0.0,154876.0,79.87685032416982,0.0,0.0,34370.0,79.87985964259987,0.0,0.0,34370.0,33372.23786407767,34370.0,34370.0,34370.0,33373.49514563107,34370.0,34370.0,34370.0
11.0,hybsv4,1758,0.00446963500750584,0.11376564277588168,2.8737201365187715,64820.56484641638,617379.5,625015.13,634106.0,81.02570605802048,771.724375,781.2689124999999,792.6325,0.004481205108010044,0.1353811149032992,0.1353811149032992,4035.0546075085326,5877.0,5877.0,5877.0,60785.51023890785,611502.5,619138.13,628229.0,12605.11604095563,110566.0,110566.0,110566.0,12607.14675767918,110566.0,110566.0,110566.0,93108.3781512605,110566.0,110566.0,110566.0,93123.3781512605,110566.0,110566.0,110566.0
11.0,hybsv8,21025,0.0007985615180575393,0.009512485136741973,3.101260404280618,9694.03472057075,8334.0,11869.719999999845,635778.0,12.117543400713439,10.4175,14.837149999999806,794.7225,0.0007990276439009633,0.010463733650416172,0.010463733650416172,4311.009560047562,8334.0,11433.0,11433.0,5383.025160523187,0.0,436.71999999984473,624345.0,1057.7960047562426,0.0,10.0,110566.0,1057.8834720570749,0.0,111.63999999989755,110566.0,101091.64090909091,110566.0,110566.0,110566.0,101100.0,110566.0,110566.0,110566.0
11.0,hybsv15,83976,0.0005084464644167141,0.0023816328474802325,3.128834428884443,5787.335607792703,8334.0,12501.0,645119.0,7.2341695097408785,10.4175,15.62625,806.39875,0.0005084860995787469,0.0024649899971420407,0.0024649899971420407,4346.742283509574,8334.0,12501.0,21156.0,1440.5933242831286,0.0,0.0,623963.0,264.066614270744,0.0,0.0,110566.0,264.07311612841767,0.0,0.0,110566.0,107126.8502415459,110566.0,110566.0,110566.0,107129.48792270532,110566.0,110566.0,110566.0
